Time,NOAA 1,NOAA 2,NOAA 3,NOAA 4,NOAA 5,NOAA 6,NOAA 7,NOAA 8,NOAA 9,NOAA 10,NOAA 11,NOAA 12,NOAA 13,NOAA 14,NOAA 15,NOAA 16,NOAA 17,NOAA 18,NOAA 19,NOAA 20
2023-10-10 03:06:41.946527,"{'Longitude': 101.03880930416881, 'Latitude': 33.47576527415547, 'Altitude': 1432.159548967966}","{'Longitude': 18.797339291081936, 'Latitude': -40.51509115164267, 'Altitude': 1463.7562719169327}","{'Longitude': 139.9647853734981, 'Latitude': 76.78176147794001, 'Altitude': 1513.990888588999}","{'Longitude': -146.80815725286158, 'Latitude': -33.583273442667185, 'Altitude': 1459.923754174295}","{'Longitude': -89.49489008729908, 'Latitude': -77.80736058815062, 'Altitude': 1540.5724031466889}","{'Longitude': -129.80074649761093, 'Latitude': 25.499519482179856, 'Altitude': 782.0037136695964}","{'Longitude': -119.47150051975065, 'Latitude': 73.14462822321573, 'Altitude': 849.3037625692309}","{'Longitude': 18.633324561101663, 'Latitude': -57.842288322568656, 'Altitude': 807.3749461631885}","{'Longitude': -160.7024738832359, 'Latitude': 29.735164603189574, 'Altitude': 849.1555127355734}","{'Longitude': 21.184094729127466, 'Latitude': -3.1701899852320916, 'Altitude': 809.0466163033643}","{'Longitude': -166.82626922199822, 'Latitude': -35.28901242310226, 'Altitude': 854.0659111284015}","{'Longitude': -154.31452294883323, 'Latitude': 26.99400698355737, 'Altitude': 797.6555691838555}","{'Longitude': -152.7952449320522, 'Latitude': -71.51962123939364, 'Altitude': 880.0449242392749}","{'Longitude': 41.17830963568633, 'Latitude': -12.46876387923798, 'Altitude': 857.0625070496043}","{'Longitude': -115.24445541797205, 'Latitude': 1.864738113820636, 'Altitude': 799.5296757815966}","{'Longitude': 60.16263048704507, 'Latitude': -69.34703335779915, 'Altitude': 866.9910853706842}","{'Longitude': 168.97420616141508, 'Latitude': -28.494246388596054, 'Altitude': 809.7568960316398}","{'Longitude': -63.75348276663966, 'Latitude': -26.60021058655057, 'Altitude': 857.7189172510228}","{'Longitude': -100.2380695283198, 'Latitude': 32.95005558347906, 'Altitude': 857.4842000055147}","{'Longitude': -40.76019313171347, 'Latitude': -60.12850556083269, 'Altitude': 850.7740644300032}"
2023-10-10 03:05:41.946527,"{'Longitude': 102.22285493578656, 'Latitude': 36.54050632311312, 'Altitude': 1431.9430413333334}","{'Longitude': 20.121913269791175, 'Latitude': -37.49539232115624, 'Altitude': 1462.5471275764517}","{'Longitude': 151.56567503930899, 'Latitude': 75.3254573933267, 'Altitude': 1514.0005975615795}","{'Longitude': -145.59043518108828, 'Latitude': -36.618270768463866, 'Altitude': 1460.8658822378802}","{'Longitude': -74.67429010908458, 'Latitude': -77.77735006176032, 'Altitude': 1540.9635130334243}","{'Longitude': -128.9078142077613, 'Latitude': 21.947873327860094, 'Altitude': 781.1872411949363}","{'Longitude': -113.70134797919005, 'Latitude': 70.07306828881438, 'Altitude': 849.3047834031956}","{'Longitude': 20.618708091887974, 'Latitude': -54.410266520820336, 'Altitude': 806.2090551860255}","{'Longitude': -159.73629533040722, 'Latitude': 26.245465503014383, 'Altitude': 848.2564504056128}","{'Longitude': 21.968420100727524, 'Latitude': 0.3714857273426783, 'Altitude': 808.6118717295891}","{'Longitude': -165.76110706460412, 'Latitude': -38.76672458851474, 'Altitude': 855.0500981184138}","{'Longitude': -153.4159703468793, 'Latitude': 23.45185593585824, 'Altitude': 797.14762629319}","{'Longitude': -146.40032856762818, 'Latitude': -74.53026241576958, 'Altitude': 881.0700985477005}","{'Longitude': 41.964008848826886, 'Latitude': -8.962700822762281, 'Altitude': 856.0534779098318}","{'Longitude': -114.45993625620203, 'Latitude': -1.6878883301380199, 'Altitude': 799.8664323679408}","{'Longitude': 64.06250458561847, 'Latitude': -66.11350669170422, 'Altitude': 865.9727330270834}","{'Longitude': 169.94807070274135, 'Latitude': -32.015324173991516, 'Altitude': 811.0727661828676}","{'Longitude': -62.79972234198645, 'Latitude': -30.085001399560372, 'Altitude': 859.718069617162}","{'Longitude': -99.22710393984572, 'Latitude': 29.470143272689732, 'Altitude': 856.3516552996253}","{'Longitude': -38.56192700837458, 'Latitude': -56.74899511342161, 'Altitude': 849.5414273417595}"
2023-10-10 03:04:41.946527,"{'Longitude': 103.48366560132092, 'Latitude': 39.59646803634105, 'Altitude': 1431.8301605217289}","{'Longitude': 21.36338399904117, 'Latitude': -34.46477695358533, 'Altitude': 1461.3564399021197}","{'Longitude': 160.89237914291186, 'Latitude': 73.4228708335426, 'Altitude': 1513.9429557179203}","{'Longitude': -144.29406880312658, 'Latitude': -39.64306441144545, 'Altitude': 1461.8340068363175}","{'Longitude': -60.752314540947395, 'Latitude': -77.01033569914799, 'Altitude': 1541.238404377077}","{'Longitude': -128.04595455187302, 'Latitude': 18.391977980056485, 'Altitude': 780.4792266379338}","{'Longitude': -109.3777022746645, 'Latitude': 66.8746005813297, 'Altitude': 849.2099530059471}","{'Longitude': 22.336007863863507, 'Latitude': -50.954651734963676, 'Altitude': 805.0085132946374}","{'Longitude': -158.81156140630208, 'Latitude': 22.750368174240972, 'Altitude': 847.4225819443724}","{'Longitude': 22.753228462198066, 'Latitude': 3.9134877692829075, 'Altitude': 808.2821923649998}","{'Longitude': -164.61304217362039, 'Latitude': -42.235770327448236, 'Altitude': 856.0457253250364}","{'Longitude': -152.55108095507745, 'Latitude': 19.905573843473647, 'Altitude': 796.7857887237052}","{'Longitude': -137.28044012817313, 'Latitude': -77.29347051350935, 'Altitude': 881.9281009850472}","{'Longitude': 42.7396624201299, 'Latitude': -5.454472764501112, 'Altitude': 855.1435398825392}","{'Longitude': -113.67353500989601, 'Latitude': -5.239855724464718, 'Altitude': 800.3691872626728}","{'Longitude': 67.13084575351677, 'Latitude': -62.81148336352562, 'Altitude': 864.857300872364}","{'Longitude': 170.9791906194461, 'Latitude': -35.52923394403452, 'Altitude': 812.4637642438067}","{'Longitude': -61.795257164414444, 'Latitude': -33.562501136406325, 'Altitude': 861.7706902835797}","{'Longitude': -98.26626205841517, 'Latitude': 25.983825876417598, 'Altitude': 855.29005414413}","{'Longitude': -36.68555956146197, 'Latitude': -53.34159460236658, 'Altitude': 848.2231156955277}"
2023-10-10 03:03:41.946527,"{'Longitude': 104.83733874458518, 'Latitude': 42.64187035862973, 'Altitude': 1431.8125240242755}","{'Longitude': 22.535797153888513, 'Latitude': -31.424821382553876, 'Altitude': 1460.1961407096214}","{'Longitude': 168.27030900163027, 'Latitude': 71.20886135915737, 'Altitude': 1513.820943603032}","{'Longitude': -142.9027613112265, 'Latitude': -42.65584367000125, 'Altitude': 1462.81670085553}","{'Longitude': -48.87506168675183, 'Latitude': -75.62384424857156, 'Altitude': 1541.3972202762209}","{'Longitude': -127.20861438564398, 'Latitude': 14.83259795827193, 'Altitude': 779.8911584990161}","{'Longitude': -106.00579583777359, 'Latitude': 63.594775463773324, 'Altitude': 849.0276002826602}","{'Longitude': 23.850452769270287, 'Latitude': -47.48053829914445, 'Altitude': 803.7903428454964}","{'Longitude': -157.92020674693887, 'Latitude': 19.25071160262267, 'Altitude': 846.6667813395217}","{'Longitude': 23.542593999791688, 'Latitude': 7.4552068565899345, 'Altitude': 808.0579035094069}","{'Longitude': -163.36125173876886, 'Latitude': -45.69455193309128, 'Altitude': 857.0365180254978}","{'Longitude': -151.71297931247813, 'Latitude': 16.355972147544534, 'Altitude': 796.5806085795756}","{'Longitude': -123.8511290370591, 'Latitude': -79.61159452041885, 'Altitude': 882.6110997977135}","{'Longitude': 43.50936317061353, 'Latitude': -1.9446657830948881, 'Altitude': 854.3394141353}","{'Longitude': -112.88112573735648, 'Latitude': -8.790490835042421, 'Altitude': 801.0343278126368}","{'Longitude': 69.62802950660014, 'Latitude': -59.46231650745465, 'Altitude': 863.6582630839654}","{'Longitude': 172.0811655827217, 'Latitude': -39.03479058138317, 'Altitude': 813.9123865590182}","{'Longitude': -60.72827893145765, 'Latitude': -37.03166165497245, 'Altitude': 863.8575776463578}","{'Longitude': -97.34602776422423, 'Latitude': 22.492046572130167, 'Altitude': 854.3139684262165}","{'Longitude': -35.04972023874314, 'Latitude': -49.912663090432304, 'Altitude': 846.8357717113627}"
2023-10-10 03:02:41.946527,"{'Longitude': 106.3040378088429, 'Latitude': 45.674518204250084, 'Altitude': 1431.8813063144873}","{'Longitude': 23.65067677621192, 'Latitude': -28.376843661410174, 'Altitude': 1459.0777744800516}","{'Longitude': 174.13460059328722, 'Latitude': 68.78043020900552, 'Altitude': 1513.6385667582467}","{'Longitude': -141.39616981211, 'Latitude': -45.65436554243928, 'Altitude': 1463.8023674677045}","{'Longitude': -39.29316436781399, 'Latitude': -73.77583631040787, 'Altitude': 1541.4413068413119}","{'Longitude': -126.39010763996288, 'Latitude': 11.270458126913868, 'Altitude': 779.4327314164393}","{'Longitude': -103.28360971854748, 'Latitude': 60.25995459684849, 'Altitude': 848.7675218913832}","{'Longitude': 25.20842390199267, 'Latitude': -43.9915333005522, 'Altitude': 802.5720480500239}","{'Longitude': -157.05540024351566, 'Latitude': 15.747264450589839, 'Altitude': 846.0005499298092}","{'Longitude': 24.340729932129022, 'Latitude': 10.996027135879713, 'Altitude': 807.9373029146809}","{'Longitude': -161.9782672016267, 'Latitude': -49.14100071244406, 'Altitude': 858.0061297147565}","{'Longitude': -150.89575764856383, 'Latitude': 12.803815543859422, 'Altitude': 796.5407610813447}","{'Longitude': -104.6257067883375, 'Latitude': -81.13005432539737, 'Altitude': 883.113330521971}","{'Longitude': 44.27702659899613, 'Latitude': 1.5661364442575487, 'Altitude': 853.6458794041318}","{'Longitude': -112.07839934045884, 'Latitude': -12.339116433020354, 'Altitude': 801.8559803799099}","{'Longitude': 71.71913981512373, 'Latitude': -56.079146641402374, 'Altitude': 862.3903788190792}","{'Longitude': 173.27126913247906, 'Latitude': -42.53056258480097, 'Altitude': 815.4004459991903}","{'Longitude': -59.584000735449074, 'Latitude': -40.49123815167196, 'Altitude': 865.9588784412733}","{'Longitude': -96.45848602364717, 'Latitude': 18.995651814612838, 'Altitude': 853.4367177363774}","{'Longitude': -33.59750190431888, 'Latitude': -46.466595146747025, 'Altitude': 845.3968276341644}"
2023-10-10 03:01:41.946527,"{'Longitude': 107.90939659924527, 'Latitude': 48.691645598787254, 'Altitude': 1432.0273755064547}","{'Longitude': 24.71760795819816, 'Latitude': -25.321968852615235, 'Altitude': 1458.0123648989359}","{'Longitude': 178.86505690334582, 'Latitude': 66.20284866821628, 'Altitude': 1513.4008027268508}","{'Longitude': -139.74853573164404, 'Latitude': -48.63579438883177, 'Altitude': 1464.7793787680707}","{'Longitude': -31.71247791310235, 'Latitude': -71.60469802517224, 'Altitude': 1541.3731888940315}","{'Longitude': -125.58538088996711, 'Latitude': 7.7062571164147275, 'Altitude': 779.1116848080409}","{'Longitude': -101.02045187318949, 'Latitude': 56.88621029883485, 'Altitude': 848.4408110710943}","{'Longitude': 26.443785697546048, 'Latitude': -40.490282576609374, 'Altitude': 801.3713506423097}","{'Longitude': -156.2112323075752, 'Latitude': 12.240746980474418, 'Altitude': 845.4338343464296}","{'Longitude': 25.152121266703265, 'Latitude': 14.535321245394764, 'Altitude': 807.9167079663209}","{'Longitude': -160.42702766412802, 'Latitude': -52.57234523467257, 'Altitude': 858.9383948895139}","{'Longitude': -150.09422151409896, 'Latitude': 9.24983671225296, 'Altitude': 796.6728809079664}","{'Longitude': -81.25281570851577, 'Latitude': -81.41455532071657, 'Altitude': 883.4311598918495}","{'Longitude': 45.04650892196951, 'Latitude': 5.07734881354704, 'Altitude': 853.065723100128}","{'Longitude': -111.26072489489523, 'Latitude': -15.885046190953597, 'Altitude': 802.8260901783106}","{'Longitude': 73.51290003953562, 'Latitude': -52.67044639311628, 'Altitude': 861.0694889179124}","{'Longitude': 174.57188400920077, 'Latitude': -46.01475861537259, 'Altitude': 816.9093417204473}","{'Longitude': -58.343549011708866, 'Latitude': -43.93970025692244, 'Altitude': 868.0543485658212}","{'Longitude': -95.59692077319447, 'Latitude': 15.49542102184462, 'Altitude': 852.6701649785274}","{'Longitude': -32.287972836030576, 'Latitude': -43.00653549295925, 'Altitude': 843.9242593362804}"
2023-10-10 03:00:41.946527,"{'Longitude': 109.68651308818696, 'Latitude': 51.689690045224594, 'Altitude': 1432.2414311083185}","{'Longitude': 25.744674381488462, 'Latitude': -22.261177127570466, 'Altitude': 1457.0102870692506}","{'Longitude': -177.2482841967698, 'Latitude': 63.51934108375732, 'Altitude': 1513.1135361659246}","{'Longitude': -137.9267557917093, 'Latitude': -51.596471437888745, 'Altitude': 1465.736213995895}","{'Longitude': -25.696707595944055, 'Latitude': -69.21117139050591, 'Altitude': 1541.1965331138583}","{'Longitude': -124.78982520642454, 'Latitude': 4.140676741557784, 'Altitude': 778.9336729372257}","{'Longitude': -99.09146406758646, 'Latitude': 53.4838111558157, 'Altitude': 848.0596662355796}","{'Longitude': 27.581861955938642, 'Latitude': -36.9787958323203, 'Altitude': 800.2059192665963}","{'Longitude': -155.38247275252877, 'Latitude': 8.731846705928202, 'Altitude': 844.9748690747813}","{'Longitude': 25.98167550364126, 'Latitude': 18.072443811311988, 'Altitude': 807.990536454492}","{'Longitude': -158.65627424882496, 'Latitude': -55.98474416186249, 'Altitude': 859.8175778811689}","{'Longitude': -149.30368876815572, 'Latitude': 5.694746531320708, 'Altitude': 796.9814296998845}","{'Longitude': -59.8154357757675, 'Latitude': -80.35566451947065, 'Altitude': 883.5631218823927}","{'Longitude': 45.82172142732975, 'Latitude': 8.58838132552094, 'Altitude': 852.5997253486119}","{'Longitude': -110.4229894892182, 'Latitude': -19.427577655776005, 'Altitude': 803.934535752209}","{'Longitude': 75.08344361632314, 'Latitude': -49.24190878538218, 'Altitude': 859.7122950272525}","{'Longitude': 176.0126328048537, 'Latitude': -49.48505650018866, 'Altitude': 818.4203324163896}","{'Longitude': -56.98235133067197, 'Latitude': -47.375100578692226, 'Altitude': 870.1236180194851}","{'Longitude': -94.75551102856005, 'Latitude': 11.992087637497058, 'Altitude': 852.0245337980705}","{'Longitude': -31.090941272802006, 'Latitude': -39.534811779905375, 'Altitude': 842.4363306477662}"
2023-10-10 02:59:41.946527,"{'Longitude': 111.67882671366547, 'Latitude': 54.66395930644988, 'Altitude': 1432.5141410376903}","{'Longitude': 26.73879190745718, 'Latitude': -19.195339633519744, 'Altitude': 1456.0811470572946}","{'Longitude': -173.99400474230487, 'Latitude': 60.75876066228437, 'Altitude': 1512.7834827397808}","{'Longitude': -135.88762464296295, 'Latitude': -54.53157707640655, 'Altitude': 1466.6615957019471}","{'Longitude': -20.85525504731115, 'Latitude': -66.66328412347315, 'Altitude': 1540.9160990084406}","{'Longitude': -123.99911887462093, 'Latitude': 0.5743887084844965, 'Altitude': 778.9021688998424}","{'Longitude': -97.4120383601846, 'Latitude': 50.05959550567248, 'Altitude': 847.6371819738317}","{'Longitude': 28.642009517393646, 'Latitude': -33.45865416698613, 'Altitude': 799.0930967390557}","{'Longitude': -154.5643774318378, 'Latitude': 5.221229652138365, 'Altitude': 844.6300464846798}","{'Longitude': 26.834902306663885, 'Latitude': 21.60672243722962, 'Altitude': 808.1514193824131}","{'Longitude': -156.5931200043969, 'Latitude': -59.372684173304734, 'Altitude': 860.6286140795878}","{'Longitude': -148.51982474252955, 'Latitude': 2.139241191527082, 'Altitude': 797.4685973228695}","{'Longitude': -44.11718079790819, 'Latitude': -78.31291698894448, 'Altitude': 883.5099255910619}","{'Longitude': 46.606748324736365, 'Latitude': 12.098635347275719, 'Altitude': 852.2466762189166}","{'Longitude': -109.55940447394971, 'Latitude': -22.965982272170884, 'Altitude': 805.169275924033}","{'Longitude': 76.48290931685142, 'Latitude': -45.79750519051549, 'Altitude': 858.3361240301739}","{'Longitude': 177.6336258002841, 'Latitude': -52.938338973303026, 'Altitude': 819.9148087564456}","{'Longitude': -55.4677324772721, 'Latitude': -50.79487599789683, 'Altitude': 872.1464559835937}","{'Longitude': -93.92909500877342, 'Latitude': 8.486354144915671, 'Altitude': 851.5082510925773}","{'Longitude': -29.983622721091784, 'Latitude': -36.05320607265174, 'Altitude': 840.9513320476686}"
2023-10-10 02:58:41.946527,"{'Longitude': 113.94433680934866, 'Latitude': 57.60812851472664, 'Altitude': 1432.8362761139917}","{'Longitude': 27.7059670124871, 'Latitude': -16.12524554472931, 'Altitude': 1455.233670364934}","{'Longitude': -171.2196973479052, 'Latitude': 57.94072378007162, 'Altitude': 1512.4181025942978}","{'Longitude': -133.57383901879282, 'Latitude': -57.43462583502063, 'Altitude': 1467.544622287513}","{'Longitude': -16.887270545156042, 'Latitude': -64.00605878582842, 'Altitude': 1540.5376781965613}","{'Longitude': -123.20908930311471, 'Latitude': -2.9919403854356417, 'Altitude': 779.0184043960817}","{'Longitude': -95.92302976426498, 'Latitude': 46.61829036196692, 'Altitude': 847.1871254006627}","{'Longitude': 29.63933096416235, 'Latitude': -29.931146194290655, 'Altitude': 798.0496295109427}","{'Longitude': -153.7525279242938, 'Latitude': 1.7095485972901816, 'Altitude': 844.4038167106235}","{'Longitude': 27.71813660894288, 'Latitude': 25.137444979150658, 'Altitude': 808.390343670243}","{'Longitude': -154.13064340210238, 'Latitude': -62.727952573422456, 'Altitude': 861.3573401076682}","{'Longitude': -147.73850087684298, 'Latitude': -1.4159927203715479, 'Altitude': 798.1342388595527}","{'Longitude': -33.45564967122475, 'Latitude': -75.70156513162952, 'Altitude': 883.2744349507376}","{'Longitude': 47.40597565147148, 'Latitude': 15.607498943764744, 'Altitude': 852.0034257815332}","{'Longitude': -108.66326194350783, 'Latitude': -26.49949111749376, 'Altitude': 806.5165264483028}","{'Longitude': 77.7489924614515, 'Latitude': -42.34010549037297, 'Altitude': 856.9586809728233}","{'Longitude': 179.4905570626827, 'Latitude': -56.370272901510965, 'Altitude': 821.3745608617379}","{'Longitude': -53.75523394502871, 'Latitude': -54.19553927132653, 'Altitude': 874.103032201867}","{'Longitude': -93.11298121937625, 'Latitude': 4.9789028446460355, 'Altitude': 851.1278174672201}","{'Longitude': -28.94845621725273, 'Latitude': -32.563130393590136, 'Altitude': 839.4873175596579}"
2023-10-10 02:57:41.946527,"{'Longitude': 116.56187391084957, 'Latitude': 60.513463451604245, 'Altitude': 1433.198840313776}","{'Longitude': 28.65150050901849, 'Latitude': -13.051622699779582, 'Altitude': 1454.4756008291986}","{'Longitude': -168.81498808944403, 'Latitude': 55.07886533999711, 'Altitude': 1512.025504332242}","{'Longitude': -130.9081426570843, 'Latitude': -60.29669486087403, 'Altitude': 1468.374895418784}","{'Longitude': -13.572930937343004, 'Latitude': -61.269473727598466, 'Altitude': 1540.0680226045397}","{'Longitude': -122.41558466123473, 'Latitude': -6.557644922222236, 'Altitude': 779.2813464660497}","{'Longitude': -94.5819236488234, 'Latitude': 43.16327812720822, 'Altitude': 846.7237010816609}","{'Longitude': 30.58584381052615, 'Latitude': -26.397359347968397, 'Altitude': 797.0914037619783}","{'Longitude': -152.94269247028424, 'Latitude': -1.8025506524824941, 'Altitude': 844.2986192349905}","{'Longitude': 28.638825118649788, 'Latitude': 28.663841472096315, 'Altitude': 808.6968220789561}","{'Longitude': -151.10640485857445, 'Latitude': -66.03780238983263, 'Altitude': 861.9907097613568}","{'Longitude': -146.95566686696392, 'Latitude': -4.970274300889522, 'Altitude': 798.9758486079972}","{'Longitude': -26.10157520637352, 'Latitude': -72.77776183787148, 'Altitude': 882.8616205561634}","{'Longitude': 48.224240001079025, 'Latitude': 19.114340529482597, 'Altitude': 851.8649660157798}","{'Longitude': -107.72661882050471, 'Latitude': -30.02727451058656, 'Altitude': 807.9609630992662}","{'Longitude': 78.90962858609336, 'Latitude': -38.87185630494813, 'Altitude': 855.5977939566416}","{'Longitude': -178.33704307202697, 'Latitude': -59.77461547171993, 'Altitude': 822.7820368886686}","{'Longitude': -51.78281463163502, 'Latitude': -57.57218533352773, 'Altitude': 875.9741710182482}","{'Longitude': -92.30279131132478, 'Latitude': 1.470403723518595, 'Altitude': 850.8877080206373}","{'Longitude': -27.97163498275444, 'Latitude': -29.065743169101033, 'Altitude': 838.0618438524175}"
